Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,Common.Name,Species.Code,Confidence,Begin.Path,File.Offset..s.,deployment_ID,Location,Site,config,datetime_UTC,datetime_local,latitude,longitude
254,Spectrogram 1,1,18296,18299,0,15000,Ridgway's Rail,ridrai1,0.7507,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_192b_20250602\24F3190863FA4A89_20250603_072200.WAV,36,SGR-01_192b_20250602,SGR,01,192b,2025-06-03T07:22:00Z,2025-06-03T07:22:00Z,32.6391897,-117.1122522
255,Spectrogram 1,1,18299,18302,0,15000,Ridgway's Rail,ridrai1,0.4202,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_192b_20250602\24F3190863FA4A89_20250603_072200.WAV,39,SGR-01_192b_20250602,SGR,01,192b,2025-06-03T07:22:00Z,2025-06-03T07:22:00Z,32.6391897,-117.1122522
1586,Spectrogram 1,1,75594,75597,0,15000,Ridgway's Rail,ridrai1,0.3099,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_192b_20250602\24F3190863FA4A89_20250604_125400.WAV,30,SGR-01_192b_20250602,SGR,01,192b,2025-06-04T12:54:00Z,2025-06-04T12:54:00Z,32.6391897,-117.1122522
1589,Spectrogram 1,1,75628,75631,0,15000,Ridgway's Rail,ridrai1,0.3035,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_192b_20250602\24F3190863FA4A89_20250604_125500.WAV,9,SGR-01_192b_20250602,SGR,01,192b,2025-06-04T12:55:00Z,2025-06-04T12:55:00Z,32.6391897,-117.1122522
1608,Spectrogram 1,1,75906,75909,0,15000,Ridgway's Rail,ridrai1,0.7695,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_192b_20250602\24F3190863FA4A89_20250604_130000.WAV,12,SGR-01_192b_20250602,SGR,01,192b,2025-06-04T13:00:00Z,2025-06-04T13:00:00Z,32.6391897,-117.1122522
2551,Spectrogram 1,1,117310,117313,0,15000,Ridgway's Rail,ridrai1,0.3163,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_192b_20250602\24F3190863FA4A89_20250606_015800.WAV,3,SGR-01_192b_20250602,SGR,01,192b,2025-06-06T01:58:00Z,2025-06-06T01:58:00Z,32.6391897,-117.1122522
686,Spectrogram 1,1,26799,26802,0,15000,Ridgway's Rail,ridrai1,0.3437,D:\Rails\recordings\SGR-01\SGR-01_48c_20250602\2453AC0263FA48D8_20250603_072200.WAV,39,SGR-01_48c_20250602,SGR,01,48c,2025-06-03T07:22:00Z,2025-06-03T07:22:00Z,32.6391897,-117.1122522
4621,Spectrogram 1,1,124051,124054,0,15000,Ridgway's Rail,ridrai1,0.2636,D:\Rails\recordings\SGR-01\SGR-01_48c_20250602\2453AC0263FA48D8_20250604_125500.WAV,9,SGR-01_48c_20250602,SGR,01,48c,2025-06-04T12:55:00Z,2025-06-04T12:55:00Z,32.6391897,-117.1122522
4637,Spectrogram 1,1,124326,124329,0,15000,Ridgway's Rail,ridrai1,0.4817,D:\Rails\recordings\SGR-01\SGR-01_48c_20250602\2453AC0263FA48D8_20250604_130000.WAV,9,SGR-01_48c_20250602,SGR,01,48c,2025-06-04T13:00:00Z,2025-06-04T13:00:00Z,32.6391897,-117.1122522
4638,Spectrogram 1,1,124329,124332,0,15000,Ridgway's Rail,ridrai1,0.3167,D:\Rails\recordings\SGR-01\SGR-01_48c_20250602\2453AC0263FA48D8_20250604_130000.WAV,12,SGR-01_48c_20250602,SGR,01,48c,2025-06-04T13:00:00Z,2025-06-04T13:00:00Z,32.6391897,-117.1122522
1721,Spectrogram 1,1,23899,23902,0,15000,Ridgway's Rail,ridrai1,0.2813,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250604_125400.WAV,30,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-04T12:54:00Z,2025-06-04T12:54:00Z,32.6391897,-117.1122522
1847,Spectrogram 1,1,25894,25897,0,15000,Ridgway's Rail,ridrai1,0.3249,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250604_133000.WAV,45,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-04T13:30:00Z,2025-06-04T13:30:00Z,32.6391897,-117.1122522
4636,Spectrogram 1,1,77182,77185,0,15000,Ridgway's Rail,ridrai1,0.302,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250608_130300.WAV,21,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-08T13:03:00Z,2025-06-08T13:03:00Z,32.6391897,-117.1122522
4650,Spectrogram 1,1,77332,77335,0,15000,Ridgway's Rail,ridrai1,0.3265,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250608_130600.WAV,6,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-08T13:06:00Z,2025-06-08T13:06:00Z,32.6391897,-117.1122522
4711,Spectrogram 1,1,78550,78553,0,15000,Ridgway's Rail,ridrai1,0.4929,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250608_132800.WAV,15,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-08T13:28:00Z,2025-06-08T13:28:00Z,32.6391897,-117.1122522
4712,Spectrogram 1,1,78553,78556,0,15000,Ridgway's Rail,ridrai1,0.8138,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250608_132800.WAV,18,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-08T13:28:00Z,2025-06-08T13:28:00Z,32.6391897,-117.1122522
4713,Spectrogram 1,1,78556,78559,0,15000,Ridgway's Rail,ridrai1,0.5028,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250608_132800.WAV,21,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-08T13:28:00Z,2025-06-08T13:28:00Z,32.6391897,-117.1122522
6046,Spectrogram 1,1,104966,104969,0,15000,Ridgway's Rail,ridrai1,0.3442,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250610_132800.WAV,33,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-10T13:28:00Z,2025-06-10T13:28:00Z,32.6391897,-117.1122522
6047,Spectrogram 1,1,104975,104978,0,15000,Ridgway's Rail,ridrai1,0.3363,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250610_132800.WAV,42,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-10T13:28:00Z,2025-06-10T13:28:00Z,32.6391897,-117.1122522
9480,Spectrogram 1,1,155683,155686,0,15000,Ridgway's Rail,ridrai1,0.6041,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250614_125000.WAV,45,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-14T12:50:00Z,2025-06-14T12:50:00Z,32.6391897,-117.1122522
9481,Spectrogram 1,1,155686,155689,0,15000,Ridgway's Rail,ridrai1,0.2988,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250614_125000.WAV,48,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-14T12:50:00Z,2025-06-14T12:50:00Z,32.6391897,-117.1122522
12596,Spectrogram 1,1,196764,196767,0,15000,Ridgway's Rail,ridrai1,0.4613,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250617_131700.WAV,51,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-17T13:17:00Z,2025-06-17T13:17:00Z,32.6391897,-117.1122522
12871,Spectrogram 1,1,211868,211871,0,15000,Ridgway's Rail,ridrai1,0.2795,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250619_021200.WAV,30,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-19T02:12:00Z,2025-06-19T02:12:00Z,32.6391897,-117.1122522
12874,Spectrogram 1,1,212002,212005,0,15000,Ridgway's Rail,ridrai1,0.2569,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250619_021400.WAV,54,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-19T02:14:00Z,2025-06-19T02:14:00Z,32.6391897,-117.1122522
12875,Spectrogram 1,1,212094,212097,0,15000,Ridgway's Rail,ridrai1,0.2516,C:\Users\Shannon\Documents\audiomoth\Rails\recordings\SGR-01\SGR-01_48s+s_20250602\242A260463FA803B_20250619_021600.WAV,36,SGR-01_48s+s_20250602,SGR,01,48s+s,2025-06-19T02:16:00Z,2025-06-19T02:16:00Z,32.6391897,-117.1122522
323,Spectrogram 1,1,3040,3043,0,15000,Ridgway's Rail,ridrai1,0.7017,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
325,Spectrogram 1,1,3043,3046,0,15000,Ridgway's Rail,ridrai1,0.7951,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
326,Spectrogram 1,1,3046,3049,0,15000,Ridgway's Rail,ridrai1,0.6145,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
328,Spectrogram 1,1,3049,3052,0,15000,Ridgway's Rail,ridrai1,0.3161,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
330,Spectrogram 1,1,3052,3055,0,15000,Ridgway's Rail,ridrai1,0.2624,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,27,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
569,Spectrogram 1,1,3917,3920,0,15000,Ridgway's Rail,ridrai1,0.7305,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
570,Spectrogram 1,1,3920,3923,0,15000,Ridgway's Rail,ridrai1,0.3664,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
571,Spectrogram 1,1,3923,3926,0,15000,Ridgway's Rail,ridrai1,0.6282,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
573,Spectrogram 1,1,3926,3929,0,15000,Ridgway's Rail,ridrai1,0.2996,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
1157,Spectrogram 1,1,21984,21987,0,15000,Ridgway's Rail,ridrai1,0.8597,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_081900.WAV,39,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T08:19:00Z,2025-05-16T08:19:00Z,32.6396792,-117.1111495
1158,Spectrogram 1,1,21987,21990,0,15000,Ridgway's Rail,ridrai1,0.6638,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_081900.WAV,42,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T08:19:00Z,2025-05-16T08:19:00Z,32.6396792,-117.1111495
1159,Spectrogram 1,1,21990,21993,0,15000,Ridgway's Rail,ridrai1,0.8647,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_081900.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T08:19:00Z,2025-05-16T08:19:00Z,32.6396792,-117.1111495
1646,Spectrogram 1,1,35640,35643,0,15000,Ridgway's Rail,ridrai1,0.7208,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_122800.WAV,0,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:28:00Z,2025-05-16T12:28:00Z,32.6396792,-117.1111495
1648,Spectrogram 1,1,35643,35646,0,15000,Ridgway's Rail,ridrai1,0.5491,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_122800.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:28:00Z,2025-05-16T12:28:00Z,32.6396792,-117.1111495
1775,Spectrogram 1,1,36251,36254,0,15000,Ridgway's Rail,ridrai1,0.8089,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1776,Spectrogram 1,1,36254,36257,0,15000,Ridgway's Rail,ridrai1,0.3713,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1777,Spectrogram 1,1,36257,36260,0,15000,Ridgway's Rail,ridrai1,0.6341,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1778,Spectrogram 1,1,36260,36263,0,15000,Ridgway's Rail,ridrai1,0.5148,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1779,Spectrogram 1,1,36263,36266,0,15000,Ridgway's Rail,ridrai1,0.3855,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1780,Spectrogram 1,1,36266,36269,0,15000,Ridgway's Rail,ridrai1,0.3355,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1788,Spectrogram 1,1,36309,36312,0,15000,Ridgway's Rail,ridrai1,0.4274,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_124000.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:40:00Z,2025-05-16T12:40:00Z,32.6396792,-117.1111495
1789,Spectrogram 1,1,36312,36315,0,15000,Ridgway's Rail,ridrai1,0.7252,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_124000.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:40:00Z,2025-05-16T12:40:00Z,32.6396792,-117.1111495
1790,Spectrogram 1,1,36315,36318,0,15000,Ridgway's Rail,ridrai1,0.6703,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_124000.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:40:00Z,2025-05-16T12:40:00Z,32.6396792,-117.1111495
1791,Spectrogram 1,1,36318,36321,0,15000,Ridgway's Rail,ridrai1,0.744,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_124000.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:40:00Z,2025-05-16T12:40:00Z,32.6396792,-117.1111495
2324,Spectrogram 1,1,38958,38961,0,15000,Ridgway's Rail,ridrai1,0.7564,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_132800.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T13:28:00Z,2025-05-16T13:28:00Z,32.6396792,-117.1111495
2326,Spectrogram 1,1,38964,38967,0,15000,Ridgway's Rail,ridrai1,0.8008,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_132800.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T13:28:00Z,2025-05-16T13:28:00Z,32.6396792,-117.1111495
2514,Spectrogram 1,1,39713,39716,0,15000,Ridgway's Rail,ridrai1,0.5744,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_134200.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T13:42:00Z,2025-05-16T13:42:00Z,32.6396792,-117.1111495
2811,Spectrogram 1,1,43508,43511,0,15000,Ridgway's Rail,ridrai1,0.548,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2812,Spectrogram 1,1,43511,43514,0,15000,Ridgway's Rail,ridrai1,0.6905,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2813,Spectrogram 1,1,43514,43517,0,15000,Ridgway's Rail,ridrai1,0.659,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2814,Spectrogram 1,1,43517,43520,0,15000,Ridgway's Rail,ridrai1,0.5405,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2815,Spectrogram 1,1,43523,43526,0,15000,Ridgway's Rail,ridrai1,0.3907,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2816,Spectrogram 1,1,43526,43529,0,15000,Ridgway's Rail,ridrai1,0.5667,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2817,Spectrogram 1,1,43529,43532,0,15000,Ridgway's Rail,ridrai1,0.3038,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2839,Spectrogram 1,1,43850,43853,0,15000,Ridgway's Rail,ridrai1,0.7838,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024700.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:47:00Z,2025-05-17T02:47:00Z,32.6396792,-117.1111495
3612,Spectrogram 1,1,57470,57473,0,15000,Ridgway's Rail,ridrai1,0.916,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_065400.WAV,51,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T06:54:00Z,2025-05-17T06:54:00Z,32.6396792,-117.1111495
3613,Spectrogram 1,1,57473,57476,0,15000,Ridgway's Rail,ridrai1,0.8206,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_065400.WAV,54,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T06:54:00Z,2025-05-17T06:54:00Z,32.6396792,-117.1111495
4389,Spectrogram 1,1,74383,74386,0,15000,Ridgway's Rail,ridrai1,0.9871,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_120200.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:02:00Z,2025-05-17T12:02:00Z,32.6396792,-117.1111495
4390,Spectrogram 1,1,74386,74389,0,15000,Ridgway's Rail,ridrai1,0.9763,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_120200.WAV,27,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:02:00Z,2025-05-17T12:02:00Z,32.6396792,-117.1111495
4391,Spectrogram 1,1,74389,74392,0,15000,Ridgway's Rail,ridrai1,0.7346,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_120200.WAV,30,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:02:00Z,2025-05-17T12:02:00Z,32.6396792,-117.1111495
4392,Spectrogram 1,1,74392,74395,0,15000,Ridgway's Rail,ridrai1,0.6684,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_120200.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:02:00Z,2025-05-17T12:02:00Z,32.6396792,-117.1111495
4516,Spectrogram 1,1,75954,75957,0,15000,Ridgway's Rail,ridrai1,0.6003,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_123100.WAV,0,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:31:00Z,2025-05-17T12:31:00Z,32.6396792,-117.1111495
4517,Spectrogram 1,1,75960,75963,0,15000,Ridgway's Rail,ridrai1,0.6185,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_123100.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:31:00Z,2025-05-17T12:31:00Z,32.6396792,-117.1111495
4518,Spectrogram 1,1,75963,75966,0,15000,Ridgway's Rail,ridrai1,0.6706,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_123100.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:31:00Z,2025-05-17T12:31:00Z,32.6396792,-117.1111495
4519,Spectrogram 1,1,75966,75969,0,15000,Ridgway's Rail,ridrai1,0.6733,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_123100.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:31:00Z,2025-05-17T12:31:00Z,32.6396792,-117.1111495
4640,Spectrogram 1,1,77170,77173,0,15000,Ridgway's Rail,ridrai1,0.4554,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4641,Spectrogram 1,1,77173,77176,0,15000,Ridgway's Rail,ridrai1,0.2674,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4642,Spectrogram 1,1,77176,77179,0,15000,Ridgway's Rail,ridrai1,0.4611,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4643,Spectrogram 1,1,77179,77182,0,15000,Ridgway's Rail,ridrai1,0.3224,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4644,Spectrogram 1,1,77182,77185,0,15000,Ridgway's Rail,ridrai1,0.5219,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4739,Spectrogram 1,1,77649,77652,0,15000,Ridgway's Rail,ridrai1,0.3502,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130100.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:01:00Z,2025-05-17T13:01:00Z,32.6396792,-117.1111495
4740,Spectrogram 1,1,77652,77655,0,15000,Ridgway's Rail,ridrai1,0.352,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130100.WAV,48,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:01:00Z,2025-05-17T13:01:00Z,32.6396792,-117.1111495
4741,Spectrogram 1,1,77655,77658,0,15000,Ridgway's Rail,ridrai1,0.485,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130100.WAV,51,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:01:00Z,2025-05-17T13:01:00Z,32.6396792,-117.1111495
4742,Spectrogram 1,1,77659,77662,0,15000,Ridgway's Rail,ridrai1,0.2708,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130200.WAV,0,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:02:00Z,2025-05-17T13:02:00Z,32.6396792,-117.1111495
