Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,Common.Name,Species.Code,Confidence,Begin.Path,File.Offset..s.,deployment_ID,Location,Site,config,datetime_UTC,datetime_local,latitude,longitude
323,Spectrogram 1,1,3040,3043,0,15000,Ridgway's Rail,ridrai1,0.7017,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
325,Spectrogram 1,1,3043,3046,0,15000,Ridgway's Rail,ridrai1,0.7951,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_023500.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:35:00Z,2025-05-16T02:35:00Z,32.6396792,-117.1111495
569,Spectrogram 1,1,3917,3920,0,15000,Ridgway's Rail,ridrai1,0.7305,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
571,Spectrogram 1,1,3923,3926,0,15000,Ridgway's Rail,ridrai1,0.6282,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
573,Spectrogram 1,1,3926,3929,0,15000,Ridgway's Rail,ridrai1,0.2996,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_025100.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T02:51:00Z,2025-05-16T02:51:00Z,32.6396792,-117.1111495
1157,Spectrogram 1,1,21984,21987,0,15000,Ridgway's Rail,ridrai1,0.8597,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_081900.WAV,39,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T08:19:00Z,2025-05-16T08:19:00Z,32.6396792,-117.1111495
1159,Spectrogram 1,1,21990,21993,0,15000,Ridgway's Rail,ridrai1,0.8647,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_081900.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T08:19:00Z,2025-05-16T08:19:00Z,32.6396792,-117.1111495
1775,Spectrogram 1,1,36251,36254,0,15000,Ridgway's Rail,ridrai1,0.8089,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1777,Spectrogram 1,1,36257,36260,0,15000,Ridgway's Rail,ridrai1,0.6341,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1779,Spectrogram 1,1,36263,36266,0,15000,Ridgway's Rail,ridrai1,0.3855,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_123900.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:39:00Z,2025-05-16T12:39:00Z,32.6396792,-117.1111495
1789,Spectrogram 1,1,36312,36315,0,15000,Ridgway's Rail,ridrai1,0.7252,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_124000.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:40:00Z,2025-05-16T12:40:00Z,32.6396792,-117.1111495
1791,Spectrogram 1,1,36318,36321,0,15000,Ridgway's Rail,ridrai1,0.744,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250516_124000.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-16T12:40:00Z,2025-05-16T12:40:00Z,32.6396792,-117.1111495
2811,Spectrogram 1,1,43508,43511,0,15000,Ridgway's Rail,ridrai1,0.548,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2813,Spectrogram 1,1,43514,43517,0,15000,Ridgway's Rail,ridrai1,0.659,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2815,Spectrogram 1,1,43523,43526,0,15000,Ridgway's Rail,ridrai1,0.3907,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2817,Spectrogram 1,1,43529,43532,0,15000,Ridgway's Rail,ridrai1,0.3038,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024100.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:41:00Z,2025-05-17T02:41:00Z,32.6396792,-117.1111495
2839,Spectrogram 1,1,43850,43853,0,15000,Ridgway's Rail,ridrai1,0.7838,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_024700.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T02:47:00Z,2025-05-17T02:47:00Z,32.6396792,-117.1111495
3613,Spectrogram 1,1,57473,57476,0,15000,Ridgway's Rail,ridrai1,0.8206,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_065400.WAV,54,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T06:54:00Z,2025-05-17T06:54:00Z,32.6396792,-117.1111495
4389,Spectrogram 1,1,74383,74386,0,15000,Ridgway's Rail,ridrai1,0.9871,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_120200.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:02:00Z,2025-05-17T12:02:00Z,32.6396792,-117.1111495
4391,Spectrogram 1,1,74389,74392,0,15000,Ridgway's Rail,ridrai1,0.7346,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_120200.WAV,30,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:02:00Z,2025-05-17T12:02:00Z,32.6396792,-117.1111495
4517,Spectrogram 1,1,75960,75963,0,15000,Ridgway's Rail,ridrai1,0.6185,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_123100.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:31:00Z,2025-05-17T12:31:00Z,32.6396792,-117.1111495
4519,Spectrogram 1,1,75966,75969,0,15000,Ridgway's Rail,ridrai1,0.6733,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_123100.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:31:00Z,2025-05-17T12:31:00Z,32.6396792,-117.1111495
4641,Spectrogram 1,1,77173,77176,0,15000,Ridgway's Rail,ridrai1,0.2674,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4643,Spectrogram 1,1,77179,77182,0,15000,Ridgway's Rail,ridrai1,0.3224,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_125300.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T12:53:00Z,2025-05-17T12:53:00Z,32.6396792,-117.1111495
4739,Spectrogram 1,1,77649,77652,0,15000,Ridgway's Rail,ridrai1,0.3502,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130100.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:01:00Z,2025-05-17T13:01:00Z,32.6396792,-117.1111495
4741,Spectrogram 1,1,77655,77658,0,15000,Ridgway's Rail,ridrai1,0.485,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130100.WAV,51,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:01:00Z,2025-05-17T13:01:00Z,32.6396792,-117.1111495
4743,Spectrogram 1,1,77662,77665,0,15000,Ridgway's Rail,ridrai1,0.3254,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130200.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:02:00Z,2025-05-17T13:02:00Z,32.6396792,-117.1111495
4745,Spectrogram 1,1,77668,77671,0,15000,Ridgway's Rail,ridrai1,0.6517,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130200.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:02:00Z,2025-05-17T13:02:00Z,32.6396792,-117.1111495
4763,Spectrogram 1,1,77741,77744,0,15000,Ridgway's Rail,ridrai1,0.5121,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250517_130300.WAV,27,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-17T13:03:00Z,2025-05-17T13:03:00Z,32.6396792,-117.1111495
5055,Spectrogram 1,1,81117,81120,0,15000,Ridgway's Rail,ridrai1,0.3516,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_015400.WAV,48,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T01:54:00Z,2025-05-18T01:54:00Z,32.6396792,-117.1111495
5109,Spectrogram 1,1,82068,82071,0,15000,Ridgway's Rail,ridrai1,0.5613,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_021200.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:12:00Z,2025-05-18T02:12:00Z,32.6396792,-117.1111495
5139,Spectrogram 1,1,82404,82407,0,15000,Ridgway's Rail,ridrai1,0.3774,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_021800.WAV,15,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:18:00Z,2025-05-18T02:18:00Z,32.6396792,-117.1111495
5141,Spectrogram 1,1,82407,82410,0,15000,Ridgway's Rail,ridrai1,0.4398,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_021800.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:18:00Z,2025-05-18T02:18:00Z,32.6396792,-117.1111495
5147,Spectrogram 1,1,82422,82425,0,15000,Ridgway's Rail,ridrai1,0.4398,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_021800.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:18:00Z,2025-05-18T02:18:00Z,32.6396792,-117.1111495
5149,Spectrogram 1,1,82425,82428,0,15000,Ridgway's Rail,ridrai1,0.7055,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_021800.WAV,36,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:18:00Z,2025-05-18T02:18:00Z,32.6396792,-117.1111495
5151,Spectrogram 1,1,82428,82431,0,15000,Ridgway's Rail,ridrai1,0.9247,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_021800.WAV,39,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:18:00Z,2025-05-18T02:18:00Z,32.6396792,-117.1111495
5193,Spectrogram 1,1,82972,82975,0,15000,Ridgway's Rail,ridrai1,0.4159,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_022800.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:28:00Z,2025-05-18T02:28:00Z,32.6396792,-117.1111495
5195,Spectrogram 1,1,82997,83000,0,15000,Ridgway's Rail,ridrai1,0.904,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_022900.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:29:00Z,2025-05-18T02:29:00Z,32.6396792,-117.1111495
5197,Spectrogram 1,1,83058,83061,0,15000,Ridgway's Rail,ridrai1,0.3987,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_023000.WAV,9,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:30:00Z,2025-05-18T02:30:00Z,32.6396792,-117.1111495
5199,Spectrogram 1,1,83213,83216,0,15000,Ridgway's Rail,ridrai1,0.2504,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_023200.WAV,54,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:32:00Z,2025-05-18T02:32:00Z,32.6396792,-117.1111495
5221,Spectrogram 1,1,84448,84451,0,15000,Ridgway's Rail,ridrai1,0.4335,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_025500.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:55:00Z,2025-05-18T02:55:00Z,32.6396792,-117.1111495
5223,Spectrogram 1,1,84454,84457,0,15000,Ridgway's Rail,ridrai1,0.6191,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_025500.WAV,30,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:55:00Z,2025-05-18T02:55:00Z,32.6396792,-117.1111495
5225,Spectrogram 1,1,84469,84472,0,15000,Ridgway's Rail,ridrai1,0.2954,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_025500.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T02:55:00Z,2025-05-18T02:55:00Z,32.6396792,-117.1111495
5645,Spectrogram 1,1,115338,115341,0,15000,Ridgway's Rail,ridrai1,0.3477,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_121700.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T12:17:00Z,2025-05-18T12:17:00Z,32.6396792,-117.1111495
5647,Spectrogram 1,1,115344,115347,0,15000,Ridgway's Rail,ridrai1,0.7412,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_121700.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T12:17:00Z,2025-05-18T12:17:00Z,32.6396792,-117.1111495
5649,Spectrogram 1,1,115350,115353,0,15000,Ridgway's Rail,ridrai1,0.4004,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_121700.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T12:17:00Z,2025-05-18T12:17:00Z,32.6396792,-117.1111495
5651,Spectrogram 1,1,115356,115359,0,15000,Ridgway's Rail,ridrai1,0.7633,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_121700.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T12:17:00Z,2025-05-18T12:17:00Z,32.6396792,-117.1111495
6241,Spectrogram 1,1,118225,118228,0,15000,Ridgway's Rail,ridrai1,0.8416,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_130900.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:09:00Z,2025-05-18T13:09:00Z,32.6396792,-117.1111495
6243,Spectrogram 1,1,118247,118250,0,15000,Ridgway's Rail,ridrai1,0.9572,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_131000.WAV,0,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:10:00Z,2025-05-18T13:10:00Z,32.6396792,-117.1111495
6245,Spectrogram 1,1,118253,118256,0,15000,Ridgway's Rail,ridrai1,0.4239,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_131000.WAV,6,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:10:00Z,2025-05-18T13:10:00Z,32.6396792,-117.1111495
6301,Spectrogram 1,1,118766,118769,0,15000,Ridgway's Rail,ridrai1,0.2561,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_131900.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:19:00Z,2025-05-18T13:19:00Z,32.6396792,-117.1111495
6303,Spectrogram 1,1,118769,118772,0,15000,Ridgway's Rail,ridrai1,0.6976,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_131900.WAV,27,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:19:00Z,2025-05-18T13:19:00Z,32.6396792,-117.1111495
6305,Spectrogram 1,1,118772,118775,0,15000,Ridgway's Rail,ridrai1,0.4943,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_131900.WAV,30,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:19:00Z,2025-05-18T13:19:00Z,32.6396792,-117.1111495
6307,Spectrogram 1,1,118775,118778,0,15000,Ridgway's Rail,ridrai1,0.3473,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_131900.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:19:00Z,2025-05-18T13:19:00Z,32.6396792,-117.1111495
6327,Spectrogram 1,1,118842,118845,0,15000,Ridgway's Rail,ridrai1,0.4505,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_132000.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:20:00Z,2025-05-18T13:20:00Z,32.6396792,-117.1111495
6363,Spectrogram 1,1,118983,118986,0,15000,Ridgway's Rail,ridrai1,0.6927,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_132300.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:23:00Z,2025-05-18T13:23:00Z,32.6396792,-117.1111495
6365,Spectrogram 1,1,118989,118992,0,15000,Ridgway's Rail,ridrai1,0.9257,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_132300.WAV,27,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:23:00Z,2025-05-18T13:23:00Z,32.6396792,-117.1111495
6367,Spectrogram 1,1,118995,118998,0,15000,Ridgway's Rail,ridrai1,0.7833,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_132300.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:23:00Z,2025-05-18T13:23:00Z,32.6396792,-117.1111495
6369,Spectrogram 1,1,119001,119004,0,15000,Ridgway's Rail,ridrai1,0.4724,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_132300.WAV,39,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:23:00Z,2025-05-18T13:23:00Z,32.6396792,-117.1111495
6371,Spectrogram 1,1,119007,119010,0,15000,Ridgway's Rail,ridrai1,0.3152,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250518_132300.WAV,45,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-18T13:23:00Z,2025-05-18T13:23:00Z,32.6396792,-117.1111495
6571,Spectrogram 1,1,120465,120468,0,15000,Ridgway's Rail,ridrai1,0.773,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_014000.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T01:40:00Z,2025-05-19T01:40:00Z,32.6396792,-117.1111495
6587,Spectrogram 1,1,120630,120633,0,15000,Ridgway's Rail,ridrai1,0.8069,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_014300.WAV,18,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T01:43:00Z,2025-05-19T01:43:00Z,32.6396792,-117.1111495
6615,Spectrogram 1,1,121293,121296,0,15000,Ridgway's Rail,ridrai1,0.4132,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_015500.WAV,21,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T01:55:00Z,2025-05-19T01:55:00Z,32.6396792,-117.1111495
6709,Spectrogram 1,1,123453,123456,0,15000,Ridgway's Rail,ridrai1,0.8374,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_023400.WAV,36,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T02:34:00Z,2025-05-19T02:34:00Z,32.6396792,-117.1111495
6711,Spectrogram 1,1,123459,123462,0,15000,Ridgway's Rail,ridrai1,0.3651,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_023400.WAV,42,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T02:34:00Z,2025-05-19T02:34:00Z,32.6396792,-117.1111495
6745,Spectrogram 1,1,123844,123847,0,15000,Ridgway's Rail,ridrai1,0.6802,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_024100.WAV,42,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T02:41:00Z,2025-05-19T02:41:00Z,32.6396792,-117.1111495
7051,Spectrogram 1,1,133681,133684,0,15000,Ridgway's Rail,ridrai1,0.5454,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_054000.WAV,36,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T05:40:00Z,2025-05-19T05:40:00Z,32.6396792,-117.1111495
7205,Spectrogram 1,1,142181,142184,0,15000,Ridgway's Rail,ridrai1,0.8968,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_081500.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T08:15:00Z,2025-05-19T08:15:00Z,32.6396792,-117.1111495
7669,Spectrogram 1,1,155451,155454,0,15000,Ridgway's Rail,ridrai1,0.6283,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_121600.WAV,27,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:16:00Z,2025-05-19T12:16:00Z,32.6396792,-117.1111495
7671,Spectrogram 1,1,155457,155460,0,15000,Ridgway's Rail,ridrai1,0.7556,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_121600.WAV,33,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:16:00Z,2025-05-19T12:16:00Z,32.6396792,-117.1111495
7819,Spectrogram 1,1,156016,156019,0,15000,Ridgway's Rail,ridrai1,0.6858,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_122600.WAV,42,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:26:00Z,2025-05-19T12:26:00Z,32.6396792,-117.1111495
7835,Spectrogram 1,1,156126,156129,0,15000,Ridgway's Rail,ridrai1,0.5367,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_122800.WAV,42,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:28:00Z,2025-05-19T12:28:00Z,32.6396792,-117.1111495
7839,Spectrogram 1,1,156169,156172,0,15000,Ridgway's Rail,ridrai1,0.3225,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_122900.WAV,30,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:29:00Z,2025-05-19T12:29:00Z,32.6396792,-117.1111495
7841,Spectrogram 1,1,156187,156190,0,15000,Ridgway's Rail,ridrai1,0.5596,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_122900.WAV,48,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:29:00Z,2025-05-19T12:29:00Z,32.6396792,-117.1111495
7843,Spectrogram 1,1,156242,156245,0,15000,Ridgway's Rail,ridrai1,0.6842,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123000.WAV,48,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:30:00Z,2025-05-19T12:30:00Z,32.6396792,-117.1111495
7845,Spectrogram 1,1,156288,156291,0,15000,Ridgway's Rail,ridrai1,0.257,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123100.WAV,39,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:31:00Z,2025-05-19T12:31:00Z,32.6396792,-117.1111495
7847,Spectrogram 1,1,156297,156300,0,15000,Ridgway's Rail,ridrai1,0.2576,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123100.WAV,48,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:31:00Z,2025-05-19T12:31:00Z,32.6396792,-117.1111495
7849,Spectrogram 1,1,156307,156310,0,15000,Ridgway's Rail,ridrai1,0.6161,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123200.WAV,3,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:32:00Z,2025-05-19T12:32:00Z,32.6396792,-117.1111495
7851,Spectrogram 1,1,156316,156319,0,15000,Ridgway's Rail,ridrai1,0.3181,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123200.WAV,12,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:32:00Z,2025-05-19T12:32:00Z,32.6396792,-117.1111495
7853,Spectrogram 1,1,156328,156331,0,15000,Ridgway's Rail,ridrai1,0.4562,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123200.WAV,24,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:32:00Z,2025-05-19T12:32:00Z,32.6396792,-117.1111495
7855,Spectrogram 1,1,156343,156346,0,15000,Ridgway's Rail,ridrai1,0.4589,D:\Rails\recordings\SPP-1N\SPP-1N_192b_20250515\2453AC0263FA7F76_20250519_123200.WAV,39,SPP-1N_192b_20250515,SPP,1N,192b,2025-05-19T12:32:00Z,2025-05-19T12:32:00Z,32.6396792,-117.1111495
